LVDT,Force
0.0015196,0.532983
0.00129166,0.54025095
0.00102573,0.5620548
0.00129166,0.56932275
0.00102573,0.55478685
0.00102573,0.5475189
0.00102573,0.5765907
0.00102573,0.55478685
0.00102573,0.59839455
0.00129166,0.61293045
0.00163357,0.61293045
0.00140563,0.61293045
0.00129166,0.62746635
0.0015196,0.6347343
0.0015196,0.65169285
0.00197548,0.66622875
0.00208945,0.66622875
0.00197548,0.6880326
0.00186151,0.68076465
0.00197548,0.69530055
0.00186151,0.6880326
0.00163357,0.7171044
0.00186151,0.7025685
0.00197548,0.69530055
0.00208945,0.7316403
0.00197548,0.73890825
0.00197548,0.7607121
0.00208945,0.7461762
0.00220342,0.78251595
0.00208945,0.78251595
0.00197548,0.80674245
0.00174754,0.80674245
0.00174754,0.82127835
0.00174754,0.8285463
0.00174754,0.8285463
0.00208945,0.8285463
0.00208945,0.8430822
0.00220342,0.8430822
0.00208945,0.85035015
0.00197548,0.85035015
0.0015196,0.82127835
0.00174754,0.8430822
0.00163357,0.83581425
0.00186151,0.86488605
0.00197548,0.89395785
0.00220342,0.8866899
0.00208945,0.90849375
0.00208945,0.89395785
0.00208945,0.87942195
0.00243136,0.89395785
0.0026593,0.9012258
0.00277327,0.89395785
0.0026593,0.87942195
0.0026593,0.9157617
0.00254533,0.9012258
0.00254533,0.76798005
0.00220342,0.7461762
0.00231739,0.76798005
0.00220342,0.78251595
0.00197548,0.8140104
0.00208945,0.7994745
0.00220342,0.80674245
0.00197548,0.8140104
0.00197548,0.8285463
0.00174754,0.8430822
0.00174754,0.86488605
0.00186151,0.8866899
0.00197548,0.89395785
0.00197548,0.9157617
0.00208945,0.90849375
0.00208945,0.92302965
0.00186151,0.9157617
0.00231739,0.9399882
0.00231739,0.9545241
0.00231739,0.99086385
0.00277327,1.0126677
0.00288724,1.0272036
0.0026593,1.0417395
0.00243136,1.0417395
0.0026593,1.06354335
0.0026593,1.06354335
0.00254533,1.07323395
0.00254533,1.08776985
0.00254533,1.0950378
0.00300121,1.11684165
0.00349508,1.1677173
0.00360905,1.1386455
0.00349508,1.1822532
0.00372302,1.1822532
0.00349508,1.1967891
0.00349508,1.211325
0.00360905,1.27189125
0.00360905,1.22828355
0.00338111,1.2646233
0.00322915,1.2646233
0.00322915,1.308231
0.00300121,1.3227669
0.00322915,1.36879725
0.00300121,1.34457075
0.00288724,1.36879725
0.00311518,1.4196729
0.00311518,1.39786905
0.00338111,1.4342088
0.00349508,1.4632806
0.00349508,1.45601265
0.00395096,1.48508445
0.00395096,1.5165789
0.00395096,1.55291865
0.00429287,1.56745455
0.00440684,1.58199045
0.00452081,1.6183302
0.00463478,1.6328661
0.00440684,1.66436055
0.00429287,1.67889645
0.00429287,1.69343235
0.00406493,1.7152362
0.00406493,1.73704005
0.0041789,1.7733798
0.00429287,1.7976063
0.00452081,1.8121422
0.00452081,1.841214
0.00440684,1.86301785
0.00452081,1.8993576
0.00440684,1.8848217
0.00463478,1.94538795
0.00474875,1.93812
0.00474875,2.00353155
0.00452081,1.9817277
0.00440684,2.04713925
0.00440684,2.06167515
0.00463478,2.0786337
0.00474875,2.12950935
0.00497669,2.1367773
0.00509066,2.1658491
0.00509066,2.15858115
0.00497669,2.2336833
0.00509066,2.2191474
0.00543257,2.29909485
0.00554654,2.2918269
0.0053186,2.31363075
0.00520463,2.34270255
0.00543257,2.36692905
0.0053186,2.4323406
0.00554654,2.42507265
0.0056985,2.4468765
0.0056985,2.4904842
0.00604041,2.50744275
0.00638232,2.55105045
0.00626835,2.5583184
0.00615438,2.6019261
0.00626835,2.60919405
0.00626835,2.6697603
0.00661026,2.6842962
0.00661026,2.6988321
0.00649629,2.74970775
0.00649629,2.7569757
0.00649629,2.81754195
0.00638232,2.8248099
0.00649629,2.83207785
0.00661026,2.91929325
0.00661026,2.9362518
0.00649629,2.9798595
0.00661026,2.9653236
0.0068382,3.01619925
0.00672423,3.01619925
0.00661026,3.05980695
0.00695217,3.12764115
0.00729408,3.1203732
0.00752202,3.14217705
0.00752202,3.2172792
0.00740805,3.20032065
0.00740805,3.26815485
0.00740805,3.28269075
0.00752202,3.32629845
0.00763599,3.3044946
0.00790192,3.3723288
0.00790192,3.39413265
0.00824383,3.42320445
0.00774996,3.48134805
0.00801589,3.488616
0.0083578,3.5419143
0.0083578,3.52011045
0.0083578,3.6000579
0.00858574,3.585522
0.00881368,3.63639765
0.00881368,3.6969639
0.00904162,3.6969639
0.00926956,3.7551075
0.00892765,3.7405716
0.00892765,3.80113785
0.00892765,3.8084058
0.00881368,3.88835325
0.00869971,3.87381735
0.00892765,3.91742505
0.00892765,3.9489195
0.00915559,3.99979515
0.00938353,3.9925272
0.00938353,4.04340285
0.00915559,4.0894332
0.00915559,4.12577295
0.0094975,4.12577295
0.00995338,4.18391655
0.01010534,4.25175075
0.00995338,4.25175075
0.01010534,4.2735546
0.01021931,4.3026264
0.01021931,4.36319265
0.01044725,4.35350205
0.01090313,4.3704606
0.01124504,4.4431401
0.01158695,4.457676
0.01147298,4.49401575
0.01170092,4.50370635
0.01158695,4.5691179
0.01147298,4.5836538
0.01170092,4.61999355
0.01158695,4.64422005
0.01158695,4.6805598
0.01147298,4.7532393
0.01147298,4.7387034
0.01170092,4.77504315
0.01181489,4.7823111
0.01204283,4.8646812
0.0121568,4.8356094
0.01227077,4.9325154
0.0125367,4.9228248
0.01276464,4.9470513
0.01276464,5.0197308
0.01265067,5.01246285
0.0125367,5.08029705
0.01265067,5.0730291
0.01287861,5.1457086
0.01310655,5.13844065
0.01333449,5.22081075
0.01344846,5.2280787
0.01356243,5.24988255
0.01356243,5.32256205
0.01356243,5.2862223
0.01390434,5.35163385
0.01424625,5.3831283
0.01436022,5.3685924
0.01474012,5.44853985
0.01485409,5.4558078
0.01508203,5.49214755
0.01553791,5.5817856
0.01599379,5.5672497
0.01599379,5.6399292
0.01565188,5.60358945
0.01599379,5.67142365
0.01610776,5.6932275
0.01644967,5.7368352
0.01656364,5.7901335
0.01682957,5.7804429
0.01705751,5.8773489
0.01705751,5.8337412
0.01728545,5.9306472
0.01762736,5.89915275
0.01796927,5.95245105
0.01831118,5.9742549
0.01842515,6.01059465
0.01853912,6.09296475
0.01853912,6.0614703
0.01888103,6.1438404
0.01926093,6.12203655
0.01948887,6.18018015
0.01948887,6.19471605
0.01971681,6.23347845
0.02017269,6.29889
0.02074254,6.29162205
0.02085651,6.3812601
0.02085651,6.3667242
0.02119842,6.43213575
0.02146435,6.4103319
0.02180626,6.4394037
0.02192023,6.47574345
0.02260405,6.55811355
0.02260405,6.5799174
0.02260405,6.5799174
0.02328787,6.65501955
0.0235538,6.6477516
0.02400968,6.6913593
0.02412365,6.7058952
0.02492144,6.7058952
0.02537732,6.8028012
0.02537732,6.79553325
0.02587119,6.83914095
0.02632707,6.83914095
0.02678295,6.9045525
0.0273528,6.86821275
0.02818858,6.93604695
0.02853049,6.9433149
0.02910034,6.9723867
0.02989813,7.00872645
0.0300121,6.9869226
0.03107582,7.07656065
0.03164567,7.0596021
0.03293733,7.1274363
0.03350718,7.06687005
0.03536869,7.1274363
0.03639442,7.0838286
0.03780005,7.0838286
0.0398895,7.0983645
0.04152307,7.0838286
0.04418237,7.09109655
0.04566398,7.0305303
0.04847524,7.0596021
0.04984288,7.0014585
0.05299605,6.99419055
0.05459163,6.9723867
0.0577448,6.97965465
0.05960631,6.8900166
0.06294943,6.91182045
0.06515285,6.82460505
0.06921778,6.8464089
0.07176311,6.74223495
0.07594201,6.7495029
0.07848734,6.6477516
0.08300815,6.6622875
0.08521157,6.5508456
0.08916253,6.54357765
0.09125198,6.5072379
0.09505098,6.47574345
0.09736837,6.44667165
0.09983772,6.4103319
0.1029529,6.41759985
0.10492838,6.395796
0.10815753,6.40306395
0.10944919,6.35945625
0.11279231,6.40306395
0.11408397,6.32069385
0.11685724,6.37399215
0.11871875,6.3667242
0.12126408,6.34976565
0.12358147,6.3279618
0.12601283,6.3424977
0.12882409,6.34976565
0.12996379,6.29162205
0.13285103,6.33522975
0.13425666,6.3134259
0.13691596,6.3279618
0.13854953,6.30615795
0.14075295,6.30615795
0.14352622,6.32069385
0.14470391,6.29162205
0.14747718,6.32069385
0.14922472,6.29162205
0.15116221,6.29162205
0.15397347,6.30615795
0.15511317,6.30615795
0.15754453,6.3424977
0.15883619,6.32069385
0.1618374,6.34976565
0.16278715,6.3134259
0.16590233,6.34976565
0.16681409,6.29889
0.16951138,6.3424977
0.17182877,6.2407464
0.17380425,6.20925195
0.17680546,6.2262105
0.17771722,6.1874481
0.18075642,6.26255025
0.18201009,6.23347845
0.18444145,6.1583763
0.18725271,6.19471605
0.18827844,6.201984
0.19127965,6.2262105
0.19200146,6.201984
0.19523061,6.2552823
0.19629433,6.1583763
0.19918157,6.18018015
0.20092911,6.1874481
0.20241072,6.201984
0.20472811,6.2407464
0.20601977,6.23347845
0.20936289,6.2552823
0.21031264,6.16564425
0.21331385,6.20925195
0.2142636,6.19471605
0.21658099,6.23347845
0.21783466,6.21894255
0.22060793,6.2407464
0.22212753,6.18018015
0.22455889,6.21894255
0.22687628,6.23347845
0.22805397,6.24801435
0.23048533,6.27708615
0.2321189,6.2407464
0.23500614,6.24801435
0.23568996,6.2262105
0.23861519,6.29162205
0.23941298,6.2843541
0.243136,6.32069385
0.24381982,6.1874481
0.246935,6.2407464
0.24856857,6.21894255
0.2511139,6.29162205
0.25191169,6.2698182
0.25472295,6.29889
0.25597662,6.21894255
0.25935773,6.2552823
0.26026949,6.24801435
0.26292879,6.27708615
0.2636506,6.27708615
0.26676578,6.2843541
0.26794347,6.23347845
0.27060277,6.2698182
0.27197041,6.2407464
0.27417383,6.2698182
0.27614931,6.30615795
0.27744097,6.2698182
0.28055615,6.3134259
0.28139193,6.27708615
0.28359535,6.32069385
0.28484902,6.32069385
0.2883441,6.30615795
0.28959777,6.2698182
0.29145928,6.30615795
0.29332079,6.29162205
0.29495436,6.3134259
0.29692984,6.33522975
0.29981708,6.27708615
0.30213447,6.29162205
0.30338814,6.29889
0.30608543,6.34976565
0.30665528,6.32069385
0.30897267,6.37399215
0.31060624,6.32069385
0.31349348,6.33522975
0.31463318,6.3279618
0.31615278,6.35945625
0.31858414,6.3667242
0.32090153,6.30615795
0.32344686,6.33522975
0.32428264,6.3279618
0.32694194,6.35945625
0.32762576,6.34976565
0.33077893,6.3812601
0.33169069,6.32069385
0.33480587,6.3424977
0.33586959,6.33522975
0.33830095,6.37399215
0.33959261,6.3812601
0.3415301,6.395796
0.34434136,6.38852805
0.34513915,6.37399215
0.34814036,6.43213575
0.3487482,6.3812601
0.35243323,6.38852805
0.35338298,6.35945625
0.35604228,6.37399215
0.35733394,6.37399215
0.35892952,6.38852805
0.36147485,6.43213575
0.3624246,6.37399215
0.36553978,6.43213575
0.36626159,6.40306395
0.36880692,6.43213575
0.36949074,6.4394037
0.37332773,6.43213575
0.37378361,6.3667242
0.37689879,6.41759985
0.3776206,6.41759985
0.3802799,6.44667165
0.38130563,6.44667165
0.38396493,6.43213575
0.38605438,6.4103319
0.38791589,6.43213575
0.38966343,6.41759985
0.39175288,6.43213575
0.39289258,6.4539396
0.39581781,6.44667165
0.39767932,6.4103319
0.39938887,6.4394037
0.40159229,6.4684755
0.40288395,6.4684755
0.40577119,6.51450585
0.40672094,6.44667165
0.40972215,6.4539396
0.41051994,6.4539396
0.41272336,6.49027935
0.41390105,6.4830114
0.41701623,6.51450585
0.41819392,6.4394037
0.42119513,6.4975473
0.42176498,6.47574345
0.42431031,6.5217738
0.42571594,6.4975473
0.42871715,6.51450585
0.43012278,6.47574345
0.43301002,6.51450585
0.43407374,6.47574345
0.43639113,6.5363097
0.43718892,6.52904175
0.44045606,6.51450585
0.44205164,6.49027935
0.44474893,6.52904175
0.44611657,6.52904175
0.44809205,6.5508456
0.44926974,6.54357765
0.45227095,6.52904175
0.45424643,6.4975473
0.45633588,6.54357765
0.45842533,6.55811355
0.459679,6.5799174
0.46176845,6.6089892
0.46294614,6.5944533
0.46594735,6.6089892
0.46735298,6.55811355
0.46944243,6.54357765
0.47232967,6.638061
0.47267158,6.60172125
0.47567279,6.6089892
0.47673651,6.55811355
0.47996566,6.58718535
0.48080144,6.52904175
0.4832328,6.61625715
0.48471441,6.61625715
0.48646195,6.58718535
0.48934919,6.5944533
0.49075482,6.6089892
0.49330015,6.6235251
0.4942499,6.638061
0.49679523,6.6622875
0.49877071,6.6089892
0.50131604,6.58718535
0.50268368,6.5944533
0.50538097,6.6235251
0.5064067,6.6477516
0.50895203,6.6768234
0.51047163,6.63079305
0.51370078,6.6477516
0.51404269,6.638061
0.51708189,6.6768234
0.51765174,6.66955545
0.52091888,6.6913593
0.52251446,6.65501955
0.52532572,6.6622875
0.5269213,6.6622875
0.52787105,6.6768234
0.53075829,6.734967
0.53178402,6.71316315
0.53448131,6.7204311
0.53816634,6.6913593
0.53888815,6.66955545
0.54154745,6.69862725
0.54420675,6.6768234
0.54572635,6.65501955
0.54804374,6.6768234
0.54986726,6.6477516
0.55302043,6.6477516
0.55416013,6.638061
0.55636355,6.6622875
0.55856697,6.6477516
0.56137823,6.6768234
0.56217602,6.65501955
0.56472135,6.6913593
0.56601301,6.68409135
0.56912819,6.6913593
0.5694701,6.6913593
0.57342106,6.72769905
0.57410488,6.61625715
0.57748599,6.66955545
0.57805584,6.65501955
0.58155092,6.69862725
0.58189283,6.6768234
0.58534992,6.71316315
0.58629967,6.6622875
0.58964279,6.7058952
0.59082048,6.6913593
0.59290993,6.71316315
0.59522732,6.734967
0.59670893,6.6622875
0.60009004,6.68409135
0.60077386,6.6913593
0.60369909,6.72769905
0.60426894,6.7204311
0.60715618,6.77130675
0.60833387,6.69862725
0.61167699,6.7495029
0.61213287,6.72769905
0.61528604,6.7785747
0.61596986,6.734967
0.62049067,6.75677085
0.62106052,6.68409135
0.62444163,6.734967
0.62489751,6.7058952
0.62789872,6.75677085
0.62850656,6.734967
0.63241953,6.69862725
0.63439501,6.69862725
0.63602858,6.71316315
0.63743421,6.7058952
0.64009351,6.7640388
0.64111924,6.7640388
0.64377854,6.71316315
0.64647583,6.72769905
0.64727362,6.7204311
0.65027483,6.77130675
0.65088267,6.7495029
0.65376991,6.81006915
0.65479564,6.7495029
0.65829072,6.7882653
0.65897454,6.75677085
0.66186178,6.8173371
0.66258359,6.79553325
0.66604068,6.8028012
0.66687646,6.72769905
0.66999164,6.7882653
0.67078943,6.81006915
0.6739426,6.831873
0.67451245,6.831873
0.6781215,6.8609448
0.67948914,6.77130675
0.6823004,6.79553325
0.6834401,6.8028012
0.68552955,6.8028012
0.68670724,6.8173371
0.69016433,6.831873
0.69168393,6.7785747
0.69377338,6.81006915
0.69502705,6.831873
0.6971165,6.8754807
0.69852213,6.8754807
0.70175128,6.85367685
0.70361279,6.82460505
0.70604415,6.8609448
0.70779169,6.86821275
0.70893139,6.86821275
0.71067893,6.8754807
0.71394607,6.8609448
0.71614949,6.82460505
0.71751713,6.8609448
0.72021442,6.8900166
0.72101221,6.8900166
0.72458327,6.92635635
0.72530508,6.8609448
0.72887614,6.8754807
0.72948398,6.8754807
0.73259916,6.93604695
0.7328271,6.9045525
0.73537243,6.92635635
0.73818369,6.8754807
0.74061505,6.88274865
0.74186872,6.8900166
0.74441405,6.92635635
0.74490792,6.91182045
0.74965667,6.9723867
0.75034049,6.8609448
0.75311376,6.91182045
0.75345567,6.8900166
0.7563809,6.9190884
0.75706472,6.9045525
0.7605598,6.93604695
0.76261126,6.88274865
0.7643588,6.91182045
0.76679016,6.9433149
0.76796785,6.9723867
0.77062715,6.99419055
0.77260263,6.89728455
0.77583178,6.93604695
0.77666756,6.9190884
0.7795548,6.9723867
0.78012465,6.95058285
0.78255601,7.00872645
0.78396164,6.9433149
0.78719079,6.9578508
0.78802657,6.96511875
0.79068587,6.9869226
0.79148366,6.99419055
0.7947508,6.99419055
0.79786598,6.9723867
0.79820789,6.97965465
0.80170297,7.0305303
0.80250076,6.97965465
0.80542599,7.0014585
0.8057679,7.0014585
0.80854117,7.00872645
0.81063062,7.02326235
0.81351786,7.00872645
0.81492349,6.9869226
0.816785,7.00872645
0.81849455,7.0159944
0.82164772,6.9869226
0.82301536,6.9578508
0.82605456,7.02326235
0.82765014,7.0159944
0.82905577,7.0159944
0.83171507,7.0596021
0.83323467,7.0014585
0.83657779,7.02326235
0.83695769,7.0305303
0.8399589,7.03779825
0.84075669,7.0450662
0.84436574,7.0838286
0.84516353,7.0305303
0.84900052,7.0450662
0.8494564,7.0305303
0.85260957,7.0450662
0.85306545,7.0450662
0.85652254,7.1129004
0.85770023,7.00872645
0.86115732,7.0305303
0.86176516,7.03779825
0.86499431,7.0838286
0.86583009,7.09109655
0.8688313,7.0983645
0.86917321,7.0983645
0.87346608,7.10563245
0.87392196,7.0596021
0.87658126,7.07656065
0.87775895,7.0596021
0.88064619,7.10563245
0.88182388,7.0983645
0.88573685,7.07656065
0.88725645,7.06687005
0.88911796,7.0838286
0.89075153,7.07656065
0.89284098,7.1129004
0.89493043,7.1129004
0.89713385,7.0838286
0.90059094,7.0983645
0.90116079,7.09109655
0.9045419,7.1274363
0.90499778,7.12016835
0.90811296,7.16377605
0.90894874,7.1274363
0.91274774,7.1419722
0.91324161,7.1129004
0.91590091,7.14924015
0.91776242,7.16377605
0.919358,7.1274363
0.92308102,7.1129004
0.92403077,7.10563245
0.92669007,7.1419722
0.92866555,7.1565081
0.92957731,7.13470425
0.9334143,7.1565081
0.93432606,7.1129004
0.93687139,7.1565081
0.93770717,7.1419722
0.94200004,7.16377605
0.94222798,7.0838286
0.94602698,7.1129004
0.94663482,7.10563245
0.94940809,7.13470425
0.95066176,7.1565081
0.95335905,7.1855799
0.95438478,7.1419722
0.95749996,7.171044
0.95822177,7.14924015
0.96099504,7.1855799
0.9622867,7.17831195
0.96597173,7.1419722
0.96726339,7.12016835
0.9702646,7.16377605
0.97235405,7.14924015
0.97341777,7.171044
0.97584913,7.19284785
0.97767265,7.2001158
0.97964813,7.21707435
0.98245939,7.1565081
0.98648633,7.14924015
0.98720814,7.13470425
0.98986744,7.1855799
0.99066523,7.171044
0.99416031,7.1419722
0.99590785,7.1419722
0.99902303,7.13470425
1.00122645,7.1565081
1.00202424,7.16377605
1.00529138,7.1855799
1.00677299,7.10563245
1.00909038,7.1274363
1.01060998,7.1274363
1.01304134,7.1565081
1.01387712,7.1565081
1.0169923,7.17831195
1.01779009,7.13470425
1.02094326,7.171044
1.02174105,7.1565081
1.02626186,7.1565081
1.02694568,7.1129004
1.03044076,7.16377605
1.03078267,7.12016835
1.03416378,7.171044
1.03496157,7.16377605
1.03834268,7.17831195
1.03891253,7.1274363
1.04236962,7.1419722
1.04274952,7.13470425
1.04575073,7.17831195
1.04727033,7.1855799
1.04947375,7.1565081
1.05152521,7.1565081
1.05372863,7.1565081
1.05631195,7.23161025
1.0568818,7.17831195
1.05988301,7.26068205
1.06045286,7.2001158
1.0648597,7.17831195
1.06508764,7.09109655
1.06812684,7.09109655
1.0690386,7.0838286
1.07264765,7.13470425
1.07355941,7.1129004
1.07694052,7.14924015
1.07857409,7.14924015
1.08028364,7.171044
1.08248706,7.171044
1.08469048,7.20738375
1.08712184,7.20738375
1.08852747,7.2243423
1.09202255,7.2001158
1.09316225,7.1419722
1.09627743,7.1565081
1.09768306,7.1419722
1.10163402,7.171044
1.10243181,7.1565081
1.10592689,7.2001158
1.10638277,7.17831195
1.1104477,7.21707435
1.11067564,7.1855799
1.11436067,7.2001158
1.11519645,7.1274363
1.11914741,7.1419722
1.11960329,7.12016835
1.12271847,7.1565081
1.12366822,7.17831195
1.12746722,7.19284785
1.12769516,7.171044
1.13130421,7.20738375
1.13176009,7.19284785
1.13559708,7.2388782
1.13605296,7.21707435
1.1389402,7.19284785
1.13954804,7.12016835
1.14277719,7.171044
1.14346101,7.12016835
1.14672815,7.171044
1.14813378,7.16377605
1.15067911,7.2001158
1.15159087,7.19284785
1.15519992,7.14924015
1.1571754,7.16377605
1.15763128,7.17831195
1.16120234,7.21707435
1.16215209,7.19284785
1.16481139,7.23161025
1.1651533,7.21707435
1.16899029,7.23161025
1.16956014,7.1419722
1.17210547,7.19284785
1.17385301,7.2001158
1.17548658,7.20738375
1.17848779,7.26795
1.17917161,7.2001158
1.18255272,7.2243423
1.18312257,7.2001158
1.18650368,7.26795
1.18684559,7.24614615
1.18916298,7.26795
1.19018871,7.12016835
1.19091052,7.12016835
1.1940257,7.1565081
1.19459555,7.17831195
1.19774872,7.1855799
1.19831857,7.17831195
1.20154772,7.2243423
1.2023835,7.2388782
1.20572662,7.1855799
1.20736019,7.1419722
1.2103614,7.16377605
1.21199497,7.171044
1.21465427,7.20738375
1.21708563,7.20738375
1.21814935,7.20738375
1.2213785,7.2388782
1.22210031,7.2388782
1.22624122,7.2388782
1.22753288,7.13470425
1.23102796,7.16377605
1.23205369,7.16377605
1.23494093,7.19284785
1.23566274,7.17831195
1.23946174,7.2388782
1.23980365,7.20738375
1.24329873,7.19284785
1.24470436,7.1565081
1.24816145,7.16377605
1.2487313,7.14924015
1.25245432,7.171044
1.2529102,7.17831195
1.25731704,7.17831195
1.25849473,7.19284785
1.26217976,7.14924015
1.26426921,7.1129004
1.2669665,7.1274363
1.26844811,7.14924015
1.2707655,7.1565081
1.27274098,7.1565081
1.27505837,7.1855799
1.27703385,7.1855799
1.27957918,7.1129004
1.28341617,7.13470425
1.28409999,7.1274363
1.28770904,7.1565081
1.28816492,7.1419722
1.29188794,7.17831195
1.29268573,7.17831195
1.29606684,7.21707435
1.29720654,7.1129004
1.30020775,7.1129004
1.30206926,7.1419722
1.30488052,7.1419722
1.30659007,7.14924015
1.30879349,7.17831195
1.31076897,7.19284785
1.31240254,7.2001158
1.31517581,7.24614615
1.31737923,7.0159944
1.31878486,7.1129004
1.31958265,7.1129004
1.32190004,7.13470425
1.32478728,7.14924015
1.32562306,7.16377605
1.32908015,7.21707435
1.32968799,7.10563245
1.3326892,7.1274363
1.33337302,7.12016835
1.33709604,7.16377605
1.33743795,7.1565081
1.33998328,7.19284785
1.34195876,7.20738375
1.34439012,7.0838286
1.3463656,7.1129004
1.34704942,7.1274363
1.35043053,7.19284785
1.35111435,7.17831195
1.35415355,7.20738375
1.35495134,7.20738375
1.35867436,7.171044
1.35958612,7.12016835
1.36281527,7.14924015
1.36467678,7.1419722
1.3668802,7.19284785
1.36862774,7.171044
1.3710591,7.13470425
1.37162895,7.0983645
1.375238,7.13470425
1.37592182,7.1419722
1.37953087,7.171044
1.38067057,7.171044
1.38348183,7.13470425
1.38416565,7.0838286
1.38762274,7.13470425
1.38937028,7.1274363
1.39123179,7.14924015
1.39377712,7.171044
1.39518275,7.0450662
1.39947562,7.03779825
1.40004547,7.0159944
1.40342658,7.05233415
1.4041104,7.05233415
1.40711161,7.07656065
1.40863121,7.0838286
1.41151845,7.12016835
1.41372187,7.1419722
1.41603926,7.00872645
1.4193064,7.02326235
1.42021816,7.03779825
1.42371324,7.07656065
1.42451103,7.0596021
1.42705636,7.09109655
1.42812008,7.10563245
1.43112129,7.13470425
1.43226099,7.12016835
1.43643989,7.0596021
1.43852934,7.02326235
1.44061879,7.05233415
1.44327809,7.07656065
1.44388593,7.06687005
1.4477989,7.1129004
1.44863468,7.0983645
1.45174986,7.1419722
1.45269961,7.05233415
1.45604273,7.0596021
1.45756233,7.03779825
1.4603356,7.09109655
1.46174123,7.07656065
1.46394465,7.10563245
1.46531229,7.1129004
1.46914928,7.0450662
1.47078285,7.0305303
1.47355612,7.05233415
1.4755316,7.05233415
1.47762105,7.0838286
1.48039432,7.10563245
1.48107814,7.09109655
1.48468719,7.1419722
1.48582689,7.03779825
1.48966388,7.0596021
1.49023373,7.0596021
1.4945266,7.09109655
1.49441263,7.0838286
1.4975658,7.1274363
1.4987055,7.0983645
1.50231455,7.0450662
1.504404,7.02326235
1.5070633,7.0450662
1.50938069,7.0596021
1.51135617,7.0838286
1.51401547,7.09109655
1.51447135,7.10563245
1.51819437,7.14924015
1.5192201,7.0450662
1.52260121,7.0450662
1.52457669,7.07656065
1.52651418,7.06687005
1.52955338,7.1129004
1.53035117,7.10563245
1.53396022,7.13470425
1.53509992,7.05233415
1.53927882,7.06687005
1.5397347,7.03779825
1.54345772,7.0838286
1.54402757,7.07656065
1.54752265,7.0983645
1.5480925,7.10563245
1.55181552,7.0983645
1.55329713,7.0305303
1.55633633,7.0305303
1.55831181,7.05233415
1.5606292,7.07656065
1.56199684,7.06687005
1.56503604,7.12016835
1.56674559,7.12016835
1.56944288,7.0596021
1.57346982,7.06687005
1.5743056,7.0450662
1.57814259,7.0838286
1.57859847,7.05233415
1.58403104,7.0983645
1.58448692,7.0305303
1.5895016,6.97965465
1.59109718,6.9190884
1.59295869,6.93604695
1.59690965,6.97965465
1.59770744,6.99419055
1.60131649,6.99419055
1.60188634,6.99419055
1.60686303,7.0014585
1.60724293,6.79553325
1.60944635,6.89728455
1.61047208,6.8900166
1.61335932,6.9190884
1.61476495,6.9433149
1.61731028,6.9723867
1.61894385,6.9578508
1.62183109,6.86821275
1.62380657,6.89728455
1.62578205,6.91182045
1.6278715,6.93604695
1.62912517,6.95058285
1.63284819,6.96511875
1.63341804,6.86821275
1.63657121,6.9190884
1.63691312,6.8900166
1.64109202,6.95058285
1.64177584,6.9578508
1.64511896,6.9723867
1.64606871,6.88274865
1.64963977,6.8900166
1.65047555,6.86821275
1.65359073,6.9190884
1.65404661,6.92635635
1.65822551,6.8754807
1.6594032,6.8609448
1.66088481,6.88274865
1.66403798,6.9045525
1.6647218,6.91182045
1.66844482,6.95058285
