LVDT,Force
0.00011397,-0.03633975
0.00022794,-0.02180385
0.00022794,-0.0145359
0.00034191,0
0.00022794,0
0.00022794,0
0.00034191,0.0145359
0.00045588,0
0.00068382,0.0145359
0.00034191,-0.02180385
0.00022794,-0.02180385
0.00022794,-0.00726795
-0.00011397,-0.02180385
0.00011397,-0.0145359
0.00011397,-0.02180385
0.00011397,-0.02180385
0.00011397,-0.0436077
0.00022794,-0.0290718
0.00045588,-0.0145359
0.00079779,-0.0290718
0.00091176,-0.0145359
0.00079779,-0.00726795
0.00091176,-0.00726795
0.00102573,-0.00726795
0.00117769,-0.0145359
0.00056985,-0.00726795
0.00068382,0
0.00034191,-0.02180385
0.00056985,-0.0145359
0.00056985,0
0.00068382,-0.0145359
0.00045588,-0.0145359
0.00068382,-0.02180385
0.00091176,-0.02180385
0.00056985,-0.0145359
0.00102573,-0.0145359
0.00068382,-0.00726795
0.00056985,0
0.00056985,0
0.00045588,0
0.00022794,-0.0290718
0.00056985,-0.0290718
0.00034191,-0.0290718
0.00045588,-0.0290718
0.00034191,-0.0436077
0,-0.03633975
0.00011397,-0.0145359
0.00011397,-0.03633975
-0.00011397,-0.03633975
0.00022794,-0.03633975
0.00011397,-0.02180385
0.00022794,-0.0145359
0.00056985,-0.0290718
0.00034191,-0.0290718
0.00034191,-0.03633975
0,-0.0290718
0.00011397,-0.0290718
0.00022794,-0.0290718
-0.00011397,-0.0145359
-0.00011397,-0.00726795
-0.00011397,-0.02180385
0.00022794,-0.0145359
0.00011397,-0.0145359
0.00034191,-0.0145359
0.00056985,-0.0145359
0.00079779,-0.0145359
0.00079779,0
0.00068382,-0.0290718
0.00056985,-0.02180385
0.00045588,-0.0145359
0.00045588,-0.00726795
0.00068382,-0.0145359
0.00079779,-0.0145359
0.00045588,-0.02180385
0.00068382,-0.00726795
0.00056985,0
0.00045588,0.00726795
0.00068382,-0.0145359
0.00045588,-0.0145359
0.00034191,-0.0145359
0.00034191,-0.0290718
0.00022794,-0.02180385
0.00022794,-0.0145359
0.00045588,-0.00726795
0.00045588,0
0.00068382,0.00726795
0.00068382,0
0.00045588,-0.00726795
0.00056985,-0.02180385
0.00045588,-0.0145359
0.00022794,-0.03633975
-0.00011397,-0.00726795
0,-0.00726795
-0.00011397,0.0145359
0.00011397,-0.0145359
0.00022794,-0.03633975
0.00022794,-0.0290718
0.00011397,-0.03633975
0.00034191,-0.0290718
0.00034191,-0.02180385
0.00034191,-0.0436077
0.00056985,-0.03633975
0.00056985,-0.0436077
0.00068382,-0.0290718
0.00079779,-0.0145359
0.00079779,-0.0145359
0.00068382,-0.0145359
0.00068382,-0.00726795
0.00045588,-0.02180385
0.00045588,0
0.00045588,-0.0145359
0.00056985,-0.0145359
0.00056985,-0.02180385
0.00045588,-0.0290718
0.00045588,-0.0290718
0.00056985,-0.02180385
0.00056985,-0.0290718
0.00068382,-0.0145359
0.00068382,0
0.00068382,0.00726795
0.00045588,0
0.00022794,0
0,0.00726795
0,0
-0.00022794,0
0,0.00726795
0.00011397,0
0.00011397,-0.02180385
0.00034191,-0.0290718
0.00034191,-0.02180385
0.00045588,-0.03633975
0.00022794,-0.0290718
0.00011397,-0.0145359
0.00022794,-0.02180385
0.00068382,0
0.00068382,-0.0290718
0.00056985,-0.00726795
0.00056985,0
0.00056985,-0.0145359
0.00091176,-0.00726795
0.00091176,-0.00726795
0.00102573,-0.00726795
0.00091176,-0.00726795
0.00045588,-0.0145359
0.00045588,-0.00726795
0.00034191,0
0.00045588,-0.00726795
0.00056985,0
0.00079779,-0.0145359
0.00068382,-0.00726795
0.00102573,0.00726795
0.00102573,0
0.00079779,0.0290718
0.00079779,0
0.00091176,0
0.00056985,-0.00726795
0.00011397,-0.00726795
0.00034191,-0.02180385
0.00034191,-0.02180385
0.00056985,-0.0145359
0.00056985,-0.0145359
0.00068382,-0.00726795
0.00068382,-0.00726795
0.00056985,-0.00726795
0.00068382,-0.0145359
0.00068382,-0.00726795
0.00056985,0
0.00045588,0.00726795
0.00034191,0
0.00022794,0
0.00022794,0.00726795
0,-0.00726795
0,0
-0.00022794,-0.0290718
0.00011397,-0.0290718
0.00022794,-0.0436077
0.00034191,-0.0145359
0.00045588,-0.02180385
0.00079779,-0.03633975
0.00091176,-0.0290718
0.00079779,-0.0436077
0.00068382,-0.05087565
0.00045588,-0.03633975
0.00102573,-0.0436077
0.00056985,-0.02180385
0.00045588,-0.0145359
0.00022794,-0.02180385
0.00011397,-0.00726795
0.00022794,-0.00726795
0.00022794,-0.0145359
0.00045588,0.00726795
0.00045588,0
0.00068382,0.00726795
0.00079779,-0.02180385
0.00068382,-0.0145359
0.00068382,-0.0290718
0.00068382,-0.02180385
0.00079779,-0.00726795
0.00079779,0
0.00056985,-0.00726795
0.00056985,-0.00726795
0.00056985,-0.00726795
0.00034191,-0.0145359
0.00034191,-0.02180385
0.00034191,-0.00726795
0.00022794,-0.0145359
0.00022794,0
0.00045588,0
0.00034191,-0.0290718
0.00079779,-0.0145359
0.00068382,-0.02180385
0.00056985,-0.0290718
0.00045588,-0.00726795
0.00056985,-0.02180385
0.00034191,-0.00726795
0.00045588,-0.00726795
0.00068382,-0.02180385
0.00034191,-0.0145359
0.00022794,-0.0145359
0.00011397,-0.02180385
0.00045588,-0.02180385
0.00045588,-0.0290718
0.00011397,-0.02180385
0.00022794,-0.0436077
0.00034191,-0.0145359
0.00022794,-0.0145359
0.00011397,-0.0436077
0.00022794,-0.0436077
0.00034191,-0.0436077
0.00056985,-0.0290718
0.00056985,-0.0290718
0.00068382,-0.0145359
0.00079779,-0.00726795
0.00091176,0.00726795
0.00091176,-0.0145359
0.00068382,-0.0145359
0.00068382,-0.03633975
0.00056985,-0.02180385
0.00022794,-0.00726795
0.00034191,-0.0145359
0.00022794,-0.0145359
0.00022794,-0.03633975
0.00045588,-0.0290718
0.00045588,-0.0145359
0.00056985,-0.02180385
0.00045588,-0.00726795
0.00068382,-0.02180385
0.00034191,-0.0145359
0.00045588,-0.02180385
0.00022794,-0.0290718
0.00011397,-0.0145359
0.00034191,0
0.00045588,0
0.00045588,-0.02180385
0.00022794,-0.0145359
0.00034191,0
0.00034191,-0.00726795
0.00034191,-0.0145359
0.00034191,-0.00726795
0.00034191,-0.02180385
0.00056985,-0.0145359
0.00068382,-0.0145359
0.00091176,-0.0145359
0.00102573,-0.0145359
0.00117769,-0.0145359
0.00117769,-0.02180385
0.00079779,-0.02180385
0.00056985,-0.0145359
0.00056985,-0.0145359
0.00011397,-0.0145359
-0.00011397,-0.0145359
-0.00011397,-0.00726795
0.00034191,-0.00726795
0.00045588,-0.00726795
0.00056985,-0.02180385
0.00056985,-0.03633975
0.00045588,-0.03633975
0.00056985,-0.0290718
0.00045588,0
0.00056985,-0.00726795
0.00045588,-0.02180385
0.00068382,-0.0290718
0.00045588,0
0.00045588,-0.00726795
0.00045588,-0.0145359
0.00034191,-0.02180385
0.00022794,-0.0145359
0.00068382,-0.0145359
0.00079779,0
0.00068382,-0.00726795
0.00079779,-0.03633975
0.00079779,-0.0436077
0.00079779,-0.03633975
0.00079779,-0.02180385
0.00068382,-0.02180385
0.00091176,-0.00726795
0.00068382,-0.00726795
0.00068382,0.00726795
0.00056985,0.00726795
0.00022794,0
0.00011397,0.0145359
0.00011397,0.02180385
-0.00011397,0.0145359
-0.00022794,0
0,-0.0290718
0.00011397,-0.0145359
0.00034191,-0.00726795
0.00068382,-0.02180385
0.00045588,-0.0145359
0.00091176,-0.02180385
0.00129166,-0.0145359
0.00129166,-0.00726795
0.00102573,0
0.00079779,0.00726795
0.00056985,-0.0145359
0.00079779,-0.00726795
0.00079779,-0.0145359
0.00079779,-0.0145359
0.00068382,0
0.00056985,-0.00726795
0.00045588,0.00726795
0.00079779,0.0290718
0.00079779,0.02180385
0.00056985,0.0581436
0.00056985,0.06541155
0.00056985,0.10417395
0.00068382,0.13324575
0.00102573,0.1695855
0.00068382,0.1695855
0.00117769,0.21561585
0.00129166,0.21561585
0.00117769,0.2228838
0.00102573,0.2664915
0.00056985,0.2955633
0.00068382,0.30283125
0.00056985,0.3537069
0.00056985,0.3633975
0.00034191,0.4070052
0.00045588,0.39973725
0.00056985,0.4506129
0.00056985,0.4942206
0.00079779,0.5184471
0.00045588,0.56932275
0.00022794,0.5765907
0.00056985,0.62746635
0.00034191,0.6444249
0.00034191,0.72437235
0.00034191,0.72437235
0.00022794,0.7607121
0.00011397,0.8285463
0.00022794,0.8285463
-0.00011397,0.9012258
0.00011397,0.93272025
0.00045588,0.9835959
0.00034191,1.00539975
0.00056985,1.07323395
0.00056985,1.0805019
0.00091176,1.13137755
0.00079779,1.1967891
0.00045588,1.20405705
0.00102573,1.30096305
0.00034191,1.308231
0.00034191,1.3615293
0.00045588,1.41240495
0.00068382,1.42694085
0.00022794,1.5165789
0.00068382,1.52384685
0.00068382,1.5892584
0.00056985,1.64013405
0.00079779,1.6328661
0.00091176,1.744308
0.00091176,1.81941015
0.00102573,1.7976063
0.00091176,1.8993576
0.00102573,1.92116145
0.00102573,1.9962636
0.0015196,2.00353155
0.00140563,2.0786337
0.00117769,2.1513132
0.00129166,2.17311705
0.00102573,2.277291
0.00129166,2.24095125
0.00174754,2.2627551
0.00197548,2.3596611
0.00208945,2.43960855
0.00231739,2.45414445
0.00231739,2.5728543
0.00231739,2.56558635
0.00277327,2.67702825
0.00322915,2.6697603
0.00360905,2.7715116
0.00349508,2.74970775
0.00360905,2.89022145
0.00349508,2.9265612
0.00349508,2.9362518
0.00349508,3.0380031
0.00349508,3.0380031
0.00349508,3.1058373
0.00322915,3.2172792
0.00322915,3.1785168
0.00349508,3.2754228
0.00349508,3.26815485
0.00406493,3.37959675
0.00440684,3.4450083
0.00474875,3.45227625
0.00463478,3.54918225
0.00463478,3.53464635
0.00463478,3.682428
0.0053186,3.682428
0.00543257,3.7260357
0.00554654,3.73330365
0.00554654,3.87381735
0.00554654,3.8374776
0.0056985,3.90288915
0.00581247,3.90288915
0.00626835,3.99979515
0.00615438,4.0894332
0.00638232,4.05793875
0.0068382,4.1766486
0.00706614,4.16938065
0.00740805,4.2299469
0.00752202,4.23721485
0.00763599,4.3026264
0.00774996,4.43587215
0.00824383,4.39226445
0.00858574,4.43587215
0.00858574,4.53277815
0.00847177,4.5691179
0.00881368,4.651488
0.00904162,4.65875595
0.00926956,4.68782775
0.0094975,4.7920017
0.00972544,4.77504315
0.01021931,4.8210735
0.01044725,4.91555685
0.01067519,4.893753
0.01067519,4.99792695
0.01090313,4.99792695
0.01113107,5.04153465
0.01170092,5.1457086
0.01204283,5.1311727
0.01227077,5.18204835
0.01265067,5.30802615
0.01265067,5.2426146
0.01322052,5.3007582
0.01333449,5.426736
0.01356243,5.4122001
0.01401831,5.49214755
0.01436022,5.5672497
0.01496806,5.54544585
0.015196,5.61812535
0.01542394,5.6641557
0.01565188,5.70049545
0.01622173,5.7513711
0.01682957,5.82647325
0.01739942,5.7901335
0.01762736,5.88461685
0.01808324,5.9064207
0.01853912,5.9742549
0.01888103,5.9742549
0.01948887,6.0856968
0.01983078,6.09296475
0.02028666,6.1002327
0.02108445,6.21894255
0.02146435,6.16564425
0.02226214,6.26255025
0.02283199,6.2262105
0.0235538,6.30615795
0.02423762,6.4103319
0.0246935,6.3279618
0.02598516,6.43213575
0.02666898,6.43213575
0.0273528,6.4539396
0.02864446,6.46120755
0.02989813,6.5799174
0.03050597,6.5217738
0.03164567,6.60172125
0.03232949,6.5944533
0.03384909,6.6622875
0.03453291,6.63079305
0.0357106,6.63079305
0.0372302,6.7058952
0.03825593,6.72769905
0.03905372,6.69862725
0.04045935,6.74223495
0.04197895,6.75677085
0.04300468,6.77130675
0.04452428,6.79553325
0.04566398,6.831873
0.04684167,6.8028012
0.04893112,6.8609448
0.04995685,6.81006915
0.05193233,6.8754807
0.0535659,6.88274865
0.0547056,6.82460505
0.05740289,6.92635635
0.05808671,6.82460505
0.06029013,6.79553325
0.06203767,6.9190884
0.06340531,6.89728455
0.064583,6.83914095
0.0672423,6.9190884
0.06841999,6.89728455
0.07035748,6.82460505
0.07221899,6.89728455
0.07385256,6.88274865
0.07605598,6.85367685
0.07860131,6.92635635
0.079779,6.83914095
0.08255227,6.86821275
0.08418584,6.86821275
0.08612333,6.85367685
0.08859268,6.7785747
0.09113801,6.8464089
0.09239168,6.7785747
0.09516495,6.79553325
0.09774827,6.8028012
0.09934385,6.71316315
0.10283893,6.79553325
0.10424456,6.71316315
0.10667592,6.68409135
0.10861341,6.6768234
0.11165261,6.6768234
0.11374206,6.65501955
0.11594548,6.6477516
0.11871875,6.65501955
0.12069423,6.63079305
0.12358147,6.6622875
0.12521504,6.63079305
0.12776037,6.61625715
0.12996379,6.5944533
0.13273706,6.6235251
0.13391475,6.5944533
0.13725787,6.638061
0.13854953,6.60172125
0.14166471,6.6622875
0.14272843,6.6089892
0.14595758,6.638061
0.14679336,6.58718535
0.15025045,6.638061
0.15104824,6.57264945
0.15431538,6.65501955
0.15572101,6.5944533
0.15838031,6.6622875
0.15952001,6.57264945
0.1618374,6.6235251
0.16324303,6.5944533
0.16578836,6.6089892
0.16833369,6.66955545
0.16916947,6.6089892
0.17228465,6.6913593
0.17319641,6.6235251
0.17634958,6.68409135
0.17748928,6.638061
0.17992064,6.638061
0.18261793,6.68409135
0.18375763,6.55811355
0.18725271,6.63079305
0.18782256,6.5363097
0.19059583,6.61625715
0.19257131,6.638061
0.19397694,6.5653815
0.19675021,6.6768234
0.19766197,6.638061
0.20043524,6.65501955
0.2017269,6.63079305
0.20450017,6.68409135
0.20544992,6.638061
0.20845113,6.66955545
0.20951485,6.65501955
0.21240209,6.6913593
0.21319988,6.638061
0.21623908,6.49027935
0.21878441,6.5944533
0.21969617,6.5508456
0.22235547,6.6089892
0.22444492,6.6089892
0.22562261,6.58718535
0.22862382,6.68409135
0.2290797,6.60172125
0.2321189,6.69862725
0.2332586,6.61625715
0.23557599,6.6477516
0.23800735,6.734967
0.2389571,6.6622875
0.24127449,6.7058952
0.24347791,6.6913593
0.24461761,6.6622875
0.24739088,6.734967
0.24811269,6.69862725
0.25179772,6.68409135
0.25251953,6.51450585
0.25472295,6.54357765
0.25749622,6.63079305
0.25783813,6.5799174
0.2609913,6.6768234
0.26270085,6.6622875
0.2636506,6.6622875
0.26710769,6.75677085
0.26756357,6.6477516
0.27037483,6.74223495
0.27269222,6.7785747
0.27349001,6.734967
0.27512358,6.75677085
0.27789685,6.5508456
0.28067012,6.6622875
0.28218972,6.61625715
0.28370932,6.638061
0.28579877,6.6477516
0.2883441,6.69862725
0.28902792,6.69862725
0.29225707,6.7640388
0.29309285,6.7058952
0.29495436,6.72769905
0.29654994,6.72769905
0.2993612,6.8028012
0.30118472,6.81006915
0.3020205,6.7882653
0.30445186,6.831873
0.30699719,6.8609448
0.30817488,6.60172125
0.31060624,6.65501955
0.31280966,6.7058952
0.31478514,6.638061
0.3172165,6.6913593
0.31904002,6.72769905
0.32055962,6.69862725
0.32333289,6.7882653
0.3240547,6.75677085
0.32705591,6.7785747
0.3282336,6.7785747
0.33028506,6.82460505
0.33321029,6.86821275
0.33343823,6.7882653
0.33678135,6.8754807
0.33807301,6.8609448
0.33947864,6.85367685
0.34213794,6.7640388
0.34316367,6.72769905
0.34620287,6.7495029
0.34688669,6.7204311
0.35011584,6.7882653
0.35243323,6.8028012
0.35315504,6.79553325
0.35581434,6.85367685
0.35695404,6.83914095
0.36010721,6.89728455
0.36079103,6.82460505
0.36322239,6.89728455
0.36542581,6.92635635
0.36648953,6.88274865
0.36914883,6.9723867
0.36983265,6.9045525
0.37215004,6.95058285
0.37503728,6.8609448
0.37587306,6.75677085
0.37921618,6.8173371
0.37982402,6.7785747
0.3829392,6.77130675
0.38514262,6.8464089
0.38571247,6.8173371
0.38897961,6.89728455
0.38943549,6.86821275
0.39266464,6.93604695
0.39315851,6.8900166
0.39615972,6.9045525
0.39836314,6.99419055
0.39938887,6.9723867
0.4023141,7.0305303
0.40356777,6.8173371
0.40634104,6.83914095
0.4076327,6.8464089
0.41017803,6.8609448
0.41135572,6.8609448
0.41435693,6.91182045
0.41504075,6.8609448
0.41796598,6.92635635
0.4201694,6.96511875
0.42096719,6.9433149
0.42385443,7.00872645
0.42480418,6.9869226
0.42712157,7.02326235
0.42932499,7.05233415
0.43035072,6.97965465
0.43361786,7.0305303
0.43464359,6.9869226
0.43707495,7.00872645
0.43939234,7.0305303
0.44045606,7.02326235
0.44414109,6.8028012
0.44611657,6.8754807
0.44706632,6.8754807
0.44983959,6.92635635
0.4513212,6.92635635
0.45318271,6.9433149
0.45588,6.9869226
0.45690573,6.9869226
0.4585393,6.9869226
0.46142654,7.0450662
0.46222433,7.02326235
0.4653775,7.07656065
0.46606132,7.02326235
0.46883459,7.09109655
0.47103801,7.12016835
0.47244364,7.03779825
0.47476103,6.9190884
0.47707842,6.9578508
0.47928184,6.95058285
0.48007963,6.95058285
0.48289089,7.00872645
0.48368868,7.0014585
0.48634798,6.99419055
0.48877934,7.07656065
0.48972909,7.0596021
0.49170457,7.0596021
0.49402196,7.0983645
0.49470578,7.09109655
0.49816287,6.95058285
0.50036629,6.9869226
0.50199986,6.9869226
0.50397534,7.0014585
0.50629273,7.05233415
0.50720449,7.0450662
0.51035766,7.09109655
0.5121052,7.1129004
0.51335887,7.1129004
0.51601817,7.1274363
0.51696792,7.13470425
0.5200831,7.03779825
0.52346421,7.0596021
0.52448994,7.0014585
0.52787105,7.06687005
0.5299605,7.07656065
0.53041638,7.0596021
0.53318965,7.0983645
0.53573498,7.12016835
0.53759649,7.1274363
0.539458,7.1129004
0.54166142,7.0983645
0.54340896,7.1565081
0.54652414,7.0596021
0.54720796,6.9578508
0.55013319,7.00872645
0.55115892,6.99419055
0.55393219,7.0450662
0.55636355,7.06687005
0.55708536,7.0596021
0.56008657,7.10563245
0.56172014,7.12016835
0.56380959,7.1274363
0.56589904,7.16377605
0.56715271,7.16377605
0.56992598,7.0014585
0.57262327,7.06687005
0.57410488,7.0838286
0.57642227,7.10563245
0.57851172,7.07656065
0.58071514,7.13470425
0.58117102,7.1129004
0.58432419,7.16377605
0.58664158,7.2243423
0.5873254,7.16377605
0.58952882,7.1855799
0.59230209,7.24614615
0.59325184,7.16377605
0.59591114,7.21707435
0.59822853,7.2534141
0.59929225,7.2388782
0.60217949,7.1129004
0.60415497,7.10563245
0.60563658,7.0596021
0.60833387,7.1565081
0.61065126,7.17831195
0.61122111,7.13470425
0.61376644,7.1855799
0.61596986,7.2243423
0.61688162,7.2001158
0.61957891,7.26795
0.62128846,7.26068205
0.62246615,7.27521795
0.62478354,7.1855799
0.62767078,7.1855799
0.62919038,7.1274363
0.63127983,7.20738375
0.63264747,7.19284785
0.63428104,7.21707435
0.63766215,7.26795
0.638232,7.2534141
0.64020748,7.2970218
0.64134718,7.30428975
0.6450702,7.2001158
0.6462099,7.1419722
0.64970498,7.2534141
0.65061674,7.17831195
0.65320006,7.2534141
0.6545677,7.27521795
0.65597333,7.2824859
0.65931645,7.30428975
0.65954439,7.30428975
0.66246962,7.30428975
0.66501495,7.3793919
0.66569877,7.3551654
0.66907988,7.3115577
0.6697637,7.171044
0.67337275,7.2388782
0.67519627,7.27521795
0.67648793,7.2824859
0.67914723,7.30428975
0.67998301,7.28975385
0.68241437,7.33336155
0.68355407,7.3406295
0.68621337,7.34789745
0.68796091,7.3793919
0.69005036,7.28975385
0.6933175,7.3406295
0.69400132,7.28975385
0.69677459,7.34789745
0.69875007,7.3793919
0.70004173,7.364856
0.702815,7.41573165
0.70361279,7.38665985
0.70638606,7.4229996
0.70858948,7.44480345
0.71010908,7.43026755
0.71208456,7.30428975
0.71554165,7.28975385
0.7176311,7.33336155
0.71858085,7.3115577
0.72135412,7.364856
0.72275975,7.3939278
0.72576096,7.38665985
0.72819232,7.4375355
0.72899011,7.4084637
0.73294107,7.3551654
0.73457464,7.27521795
0.73560037,7.27521795
0.73791776,7.28975385
0.74095696,7.3551654
0.74186872,7.3406295
0.74502189,7.40119575
0.74581968,7.3793919
0.74847898,7.4229996
0.75022652,7.40119575
0.75299979,7.4520714
0.75368361,7.44480345
0.75809045,7.24614615
0.76006593,7.3115577
0.76147156,7.2970218
0.76299116,7.3260936
0.76622031,7.364856
0.767398,7.34789745
0.76982936,7.38665985
0.77226072,7.43026755
0.77294454,7.3793919
0.77571781,7.43026755
0.77826314,7.45933935
0.77921289,7.3939278
0.78304988,7.4520714
0.7848734,7.4520714
0.78605109,7.44480345
0.78825451,7.44480345
0.79000205,7.40119575
0.79311723,7.3793919
0.79497874,7.40119575
0.79649834,7.4229996
0.79881573,7.43026755
0.80147503,7.4811432
0.80261473,7.4520714
0.80553996,7.4811432
0.80610981,7.4666073
0.80899705,7.37212395
0.8126061,7.3939278
0.81408771,7.40119575
0.81537937,7.38665985
0.81898842,7.44480345
0.82047003,7.4520714
0.82233154,7.4666073
0.82571265,7.31882565
0.82859989,7.364856
0.83034743,7.38665985
0.83137316,7.3793919
0.83391849,7.41573165
0.83498221,7.41573165
0.83786945,7.41573165
0.84018684,7.48841115
0.84125056,7.45933935
0.84368192,7.4811432
0.84599931,7.48841115
0.84865861,7.4229996
0.850976,7.41573165
0.85317942,7.44480345
0.85397721,7.4229996
0.85663651,7.48841115
0.86013159,7.51263765
0.86142325,7.3260936
0.86385461,7.3793919
0.86545019,7.3939278
0.86788155,7.40119575
0.8703509,7.4375355
0.87217442,7.4666073
0.8741499,7.4666073
0.87658126,7.48841115
0.87730307,7.5053697
0.88019031,7.4084637
0.88391333,7.4229996
0.88573685,7.4520714
0.88748439,7.4520714
0.88991575,7.4811432
0.89097947,7.4956791
0.89318289,7.5053697
0.89641204,7.5635133
0.89713385,7.4956791
0.89979315,7.54170945
0.90127476,7.5344415
0.90522572,7.3551654
0.90788502,7.4375355
0.90849286,7.4229996
0.91160804,7.4375355
0.91438131,7.4956791
0.91495116,7.47387525
0.91833227,7.5344415
0.9197379,7.51263765
0.92053569,7.5344415
0.92494253,7.38665985
0.92714595,7.4229996
0.92782977,7.43026755
0.93121088,7.4520714
0.93280646,7.4666073
0.93489591,7.5053697
0.93709933,7.5053697
0.93793511,7.51263765
0.94173411,7.43026755
0.94382356,7.44480345
0.94522919,7.45933935
0.94777452,7.48841115
0.95043382,7.55624535
0.95172548,7.5344415
0.95370096,7.5635133
0.95556247,7.57078125
0.95947544,7.3793919
0.96088107,7.41573165
0.96217273,7.4084637
0.96574379,7.45933935
0.96794721,7.54170945
0.96851706,7.5053697
0.97083445,7.51263765
0.97341777,7.5780492
0.97524129,7.5780492
0.97630501,7.5635133
0.97953416,7.58531715
0.98059788,7.5199056
0.98405497,7.5635133
0.98637236,7.5925851
0.98720814,7.59985305
0.99195689,7.4956791
0.99298262,7.44480345
0.99393237,7.4375355
0.99727549,7.48841115
0.9979973,7.48841115
1.00099851,7.52717355
1.00342987,7.55624535
1.00456957,7.52717355
1.00654505,7.5635133
1.01144576,7.52717355
1.01269943,7.43026755
1.01513079,7.43026755
1.01873984,7.48841115
1.01919572,7.45933935
1.02174105,7.48841115
1.02417241,7.5053697
1.02489422,7.4956791
1.02880719,7.4375355
1.03184639,7.47387525
1.03298609,7.4375355
1.03564539,7.48841115
1.03625323,7.47387525
1.03936841,7.5199056
1.04191374,7.5489774
1.04259756,7.5344415
1.0470044,7.45933935
1.04958772,7.45933935
1.05015757,7.40119575
1.05315878,7.4375355
1.05570411,7.4956791
1.05653989,7.45933935
1.05931316,7.5053697
1.06140261,7.5344415
1.06372,7.45933935
1.06683518,7.51263765
1.06767096,7.5053697
1.07044423,7.55624535
1.07135599,7.54170945
1.07378735,7.5635133
1.07542092,7.57078125
1.07925791,7.43026755
1.08028364,7.44480345
1.08332284,7.4956791
1.08457651,7.48841115
1.08700787,7.48841115
1.09004707,7.57078125
1.09084486,7.52717355
1.09350416,7.5489774
1.09654336,7.5780492
1.09734115,7.5635133
1.10011442,7.48841115
1.10300166,7.4811432
1.10383744,7.48841115
1.10752247,7.5199056
1.10904207,7.52717355
1.11078961,7.54170945
