-0.000266,0.000000
0.001490,1.191058
0.003245,1.666511
0.005001,2.472387
0.006756,3.071571
0.008512,3.507791
0.010268,4.042144
0.012023,4.482638
0.013779,4.859562
0.015534,5.173625
0.017290,5.392338
0.019046,5.673032
0.020801,5.815932
0.022557,5.951148
0.024312,6.133156
0.026068,6.232057
0.027823,6.301159
0.029579,6.393098
0.031335,6.452679
0.033090,6.515556
0.034846,6.522739
0.036601,6.531553
0.038357,6.572675
0.040113,6.585785
0.041868,6.600412
0.043624,6.619043
0.045379,6.610256
0.047135,6.612678
0.048890,6.632939
0.050646,6.609060
0.052402,6.615860
0.054157,6.599744
0.055913,6.597008
0.057668,6.603859
0.059424,6.551647
0.061180,6.568529
0.062935,6.587126
0.064691,6.543399
0.066446,6.557143
0.068202,6.557615
0.069958,6.537205
0.071713,6.519098
0.073469,6.519169
0.075224,6.516263
0.076980,6.502175
0.078735,6.491694
0.080491,6.464107
0.082247,6.466972
0.084002,6.456181
0.085758,6.422290
0.087513,6.392197
0.089269,6.381477
0.091025,6.385404
0.092780,6.350482
0.094536,6.341454
0.096291,6.337591
0.098047,6.306354
0.099802,6.281974
0.101558,6.294913
0.103314,6.289131
0.105069,6.254449
0.106825,6.247059
0.108580,6.237980
0.110336,6.220725
0.112092,6.222655
0.113847,6.202975
0.115603,6.177140
0.117358,6.183965
0.119114,6.182721
0.120870,6.172067
0.122625,6.169532
0.124381,6.164428
0.126136,6.155742
0.127892,6.147876
0.129647,6.133117
0.131403,6.129744
0.133159,6.138472
0.134914,6.125928
0.136670,6.141199
0.138425,6.126427
0.140181,6.127698
0.141937,6.143463
0.143692,6.133232
0.145448,6.123751
0.147203,6.117834
0.148959,6.105774
0.150714,6.115029
0.152470,6.114747
0.154226,6.134523
0.155981,6.122433
0.157737,6.139118
0.159492,6.119581
0.161248,6.127686
0.163004,6.123777
0.164759,6.128197
0.166515,6.133574
0.168270,6.145031
0.170026,6.133203
0.171782,6.124628
0.173537,6.102295
0.175293,6.118124
0.177048,6.125164
0.178804,6.104821
0.180559,6.123988
0.182315,6.128275
0.184071,6.074708
0.185826,6.085586
0.187582,6.104572
0.189337,6.107429
0.191093,6.125275
0.192849,6.127987
0.194604,6.126820
0.196360,6.135526
0.198115,6.130487
0.199871,6.142973
0.201626,6.144681
0.203382,6.162810
0.205138,6.179330
0.206893,6.181535
0.208649,6.189233
0.210404,6.169289
0.212160,6.181037
0.213916,6.172414
0.215671,6.145558
0.217427,6.156739
0.219182,6.172125
0.220938,6.171547
0.222694,6.175302
0.224449,6.177008
0.226205,6.188665
0.227960,6.214094
0.229716,6.203428
0.231471,6.225170
0.233227,6.213686
0.234983,6.219575
0.236738,6.238804
0.238494,6.270725
0.240249,6.257665
0.242005,6.278710
0.243761,6.253087
0.245516,6.240551
0.247272,6.270415
0.249027,6.248113
0.250783,6.262174
0.252538,6.229028
0.254294,6.224635
0.256050,6.221762
0.257805,6.247554
0.259561,6.244515
0.261316,6.262897
0.263072,6.264317
0.264828,6.281267
0.266583,6.294400
0.268339,6.258456
